title,date,end_date,all_day,start_time,end_time,category,status,tags,urls,description,location,private,kind
県民体育祭　結団式,2023-09-08,2023-09-08,false,09:30,,予定,scheduled,,,,,false,event
県大練習会,2023-09-10,2023-09-10,false,10:00,,予定,scheduled,,,,,false,event
自分の練習,2023-09-13,2023-09-13,true,,,予定,done,"ランニング, 自分の練習",,"400m78〜80で10本
間140m40〜45",,false,event
県大練習会,2023-09-13,2023-09-13,false,10:00,,予定,scheduled,,,,,false,event
高校新人戦,2023-09-15,2023-09-15,true,,,予定,scheduled,,,,,false,event
県大練習会,2023-09-15,2023-09-15,false,10:00,,予定,scheduled,,,,,false,event
県大練習会,2023-09-17,2023-09-17,false,10:00,,予定,scheduled,,,,,false,event
敬老の日,2023-09-18,2023-09-18,true,,,祝日,,holiday,,日本の祝日,,false,event
県大練習会,2023-09-20,2023-09-20,false,10:00,,予定,scheduled,,,,,false,event
自分の練習,2023-09-22,2023-09-22,true,,,予定,done,"ランニング, 自分の練習",,"ペース: k/4'24
距離: 6.82km
時間: 30'00",,false,event
県民体育祭,2023-09-23,2023-09-23,true,,,予定,scheduled,,,,,false,event
秋分の日,2023-09-23,2023-09-23,true,,,祝日,,holiday,,日本の祝日,,false,event
自分の練習,2023-09-27,2023-09-27,true,,,予定,done,"ランニング, 自分の練習",,"400m78で10本
間140m40〜45",,false,event
のレビュー: AZ-104 - Microsoft Azure Administrator - 日本語 (JPN),2023-09-27,2023-09-27,false,01:00,,予定,scheduled,,,"のレビュー: AZ-104 - Microsoft Azure Administrator - 日本語 (JPN)
試験時間 (受験者同意書、手順とチュートリアルの確認、試験問題への回答、コメント記入の時間を含みます。試験がラボを含んでいない場合は、20 
分間短縮されます。) ‎120‎ 分‎, テストセンター (行き方は下記を参照) 熊本辛島公園テストセンター, 860-0012, 熊本県 熊本市, 中央区紺屋今町1-5, 
Wビルディング辛島公園5Ｆ パソコンスクールシステムランド熊本校, 有限会社システムランド パソコンスクールシステムランド熊本校, 日本

Confirmation number: 0068-7835-0840
",,false,event
中学ジュニア大会,2023-09-30,2023-09-30,true,,,予定,scheduled,,,,,false,event
岱明町町民体育祭,2023-10-01,2023-10-01,true,,,予定,scheduled,,,,,false,event
のレビュー: AZ-305 - Designing Microsoft Azure Infrastructure Solutions - 日本語 (JPN),2023-10-04,2023-10-04,false,01:00,,予定,scheduled,,,"のレビュー: AZ-305 - Designing Microsoft Azure Infrastructure Solutions - 日本語 (JPN)
試験時間 (受験者同意書、手順とチュートリアルの確認、試験問題への回答、コメント記入の時間を含みます。試験がラボを含んでいない場合は、20 
分間短縮されます。) ‎120‎ 分‎, テストセンター (行き方は下記を参照) 熊本辛島公園テストセンター, 860-0012, 熊本県 熊本市, 中央区紺屋今町1-5, 
Wビルディング辛島公園5Ｆ パソコンスクールシステムランド熊本校, 有限会社システムランド パソコンスクールシステムランド熊本校, 日本

Confirmation number: 0068-8995-1357
",,false,event
会社の飲み会,2023-10-06,2023-10-06,false,10:00,,予定,scheduled,,,,,false,event
スポーツの日,2023-10-09,2023-10-09,true,,,祝日,,holiday,,日本の祝日,,false,event
会社合宿,2023-10-13,2023-10-13,true,,,予定,scheduled,,,,,false,event
Meta Quest 3 おさわり会,2023-10-16,2023-10-16,false,10:00,,予定,scheduled,,,,,false,event
中体連駅伝,2023-10-18,2023-10-18,true,,,予定,scheduled,,,,,false,event
文化の日,2023-11-03,2023-11-03,true,,,祝日,,holiday,,日本の祝日,,false,event
電車運休,2023-11-06,2023-11-06,true,,,予定,scheduled,,,,,false,event
クラスターイベント,2023-11-12,2023-11-12,true,,,予定,scheduled,,,,,false,event
電車運休,2023-11-13,2023-11-13,true,,,予定,scheduled,,,,,false,event
オフラインイベント,2023-11-19,2023-11-19,true,,,予定,scheduled,,,,,false,event
リアルイベント,2023-11-19,2023-11-19,true,,,予定,scheduled,,,,,false,event
電車運休,2023-11-20,2023-11-20,true,,,予定,scheduled,,,,,false,event
勤労感謝の日,2023-11-23,2023-11-23,true,,,祝日,,holiday,,日本の祝日,,false,event
玉名市民マラソン,2023-11-26,2023-11-26,true,,,予定,scheduled,,,,,false,event
長距離記録会,2023-12-09,2023-12-09,true,,,予定,scheduled,,,,,false,event
自分の練習,2023-12-11,2023-12-11,true,,,予定,done,"ランニング, 自分の練習",,"ペース: k/4'30
距離: 10.27km",,false,event
健康診断,2023-12-11,2023-12-11,false,22:50,,予定,scheduled,,,,,false,event
のレビュー: AI-102 - Designing and Implementing a Microsoft Azure AI Solution - 日本語 (JPN),2023-12-13,2023-12-13,false,01:00,,予定,scheduled,,,"のレビュー: AI-102 - Designing and Implementing a Microsoft Azure AI Solution - 日本語 (JPN)
試験時間 (受験者同意書、手順とチュートリアルの確認、試験問題への回答、コメント記入の時間を含みます。試験がラボを含んでいない場合は、20 
分間短縮されます。) ‎140‎ 分‎, テストセンター (行き方は下記を参照) 熊本辛島公園テストセンター, 860-0012, 熊本県 熊本市, 中央区紺屋今町1-5, 
Wビルディング辛島公園5Ｆ パソコンスクールシステムランド熊本校, 有限会社システムランド パソコンスクールシステムランド熊本校, 日本

Confirmation number: 0069-6528-2214
",,false,event
RKK学童駅伝,2023-12-16,2023-12-16,true,,,予定,scheduled,,,,,false,event
岱明中校内駅伝,2023-12-20,2023-12-20,true,,,予定,scheduled,,,,,false,event
自分の練習,2023-12-22,2023-12-22,true,,,予定,done,"ランニング, 自分の練習",,"ペース: k/4'13
距離: 8.67km",,false,event
岱明中冬休み開始,2023-12-23,2023-12-23,true,,,予定,scheduled,,,,,false,event
