Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
クラスターイベント,11/12/2023,,11/12/2023,,True,Status: scheduled,,False
電車運休,11/13/2023,,11/13/2023,,True,Status: scheduled,,False
オフラインイベント,11/19/2023,,11/19/2023,,True,Status: scheduled,,False
リアルイベント,11/19/2023,,11/19/2023,,True,Status: scheduled,,False
電車運休,11/20/2023,,11/20/2023,,True,Status: scheduled,,False
勤労感謝の日,11/23/2023,,11/23/2023,,True,"日本の祝日

Tags: holiday",,False
玉名市民マラソン,11/26/2023,,11/26/2023,,True,Status: scheduled,,False
長距離記録会,12/09/2023,,12/09/2023,,True,Status: scheduled,,False
自分の練習,12/11/2023,,12/11/2023,,True,"ペース: k/4'30
距離: 10.27km

Status: done
Tags: ランニング, 自分の練習",,False
健康診断,12/11/2023,10:50 PM,12/11/2023,,False,Status: scheduled,,False
のレビュー: AI-102 - Designing and Implementing a Microsoft Azure AI Solution - 日本語 (JPN),12/13/2023,1:00 AM,12/13/2023,,False,"のレビュー: AI-102 - Designing and Implementing a Microsoft Azure AI Solution - 日本語 (JPN)
試験時間 (受験者同意書、手順とチュートリアルの確認、試験問題への回答、コメント記入の時間を含みます。試験がラボを含んでいない場合は、20 
分間短縮されます。) ‎140‎ 分‎, テストセンター (行き方は下記を参照) 熊本辛島公園テストセンター, 860-0012, 熊本県 熊本市, 中央区紺屋今町1-5, 
Wビルディング辛島公園5Ｆ パソコンスクールシステムランド熊本校, 有限会社システムランド パソコンスクールシステムランド熊本校, 日本

Confirmation number: 0069-6528-2214


Status: scheduled",,False
RKK学童駅伝,12/16/2023,,12/16/2023,,True,Status: scheduled,,False
岱明中校内駅伝,12/20/2023,,12/20/2023,,True,Status: scheduled,,False
自分の練習,12/22/2023,,12/22/2023,,True,"ペース: k/4'13
距離: 8.67km

Status: done
Tags: ランニング, 自分の練習",,False
岱明中冬休み開始,12/23/2023,,12/23/2023,,True,Status: scheduled,,False
