Name,Date,End Date,Category,Status,Tags,URLs,Description,Location,All Day
学年別陸上,2023-09-02,2023-09-02,予定,scheduled,,,,,true
県大練習会,2023-09-03T10:00:00,2023-09-03,予定,scheduled,,,,,false
県大練習会,2023-09-06T10:00:00,2023-09-06,予定,scheduled,,,,,false
県民体育祭　結団式,2023-09-08T09:30:00,2023-09-08,予定,scheduled,,,,,false
県大練習会,2023-09-10T10:00:00,2023-09-10,予定,scheduled,,,,,false
遅めの400mインターバル,2023-09-13,2023-09-13,予定,done,自分の練習,,400m78〜80で10本　間140m40〜45,,true
県大練習会,2023-09-13T10:00:00,2023-09-13,予定,scheduled,,,,,false
高校新人戦,2023-09-15,2023-09-15,予定,scheduled,,,,,true
県大練習会,2023-09-15T10:00:00,2023-09-15,予定,scheduled,,,,,false
県大練習会,2023-09-17T10:00:00,2023-09-17,予定,scheduled,,,,,false
敬老の日,2023-09-18,2023-09-18,祝日,,holiday,,日本の祝日,,true
県大練習会,2023-09-20T10:00:00,2023-09-20,予定,scheduled,,,,,false
自分の練習,2023-09-22,2023-09-22,予定,done,"ランニング, 自分の練習",,"ペース: k/4'24
距離: 6.82km
時間: 30'00",,true
県民体育祭,2023-09-23,2023-09-23,予定,scheduled,,,,,true
秋分の日,2023-09-23,2023-09-23,祝日,,holiday,,日本の祝日,,true
遅めの400mインターバル,2023-09-27,2023-09-27,予定,done,自分の練習,,400m78で10本　間140m40〜45,,true
のレビュー: AZ-104 - Microsoft Azure Administrator - 日本語 (JPN),2023-09-27T01:00:00,2023-09-27,予定,scheduled,,,"のレビュー: AZ-104 - Microsoft Azure Administrator - 日本語 (JPN)
試験時間 (受験者同意書、手順とチュートリアルの確認、試験問題への回答、コメント記入の時間を含みます。試験がラボを含んでいない場合は、20 
分間短縮されます。) ‎120‎ 分‎, テストセンター (行き方は下記を参照) 熊本辛島公園テストセンター, 860-0012, 熊本県 熊本市, 中央区紺屋今町1-5, 
Wビルディング辛島公園5Ｆ パソコンスクールシステムランド熊本校, 有限会社システムランド パソコンスクールシステムランド熊本校, 日本

Confirmation number: 0068-7835-0840
",,false
中学ジュニア大会,2023-09-30,2023-09-30,予定,scheduled,,,,,true
岱明町町民体育祭,2023-10-01,2023-10-01,予定,scheduled,,,,,true
のレビュー: AZ-305 - Designing Microsoft Azure Infrastructure Solutions - 日本語 (JPN),2023-10-04T01:00:00,2023-10-04,予定,scheduled,,,"のレビュー: AZ-305 - Designing Microsoft Azure Infrastructure Solutions - 日本語 (JPN)
試験時間 (受験者同意書、手順とチュートリアルの確認、試験問題への回答、コメント記入の時間を含みます。試験がラボを含んでいない場合は、20 
分間短縮されます。) ‎120‎ 分‎, テストセンター (行き方は下記を参照) 熊本辛島公園テストセンター, 860-0012, 熊本県 熊本市, 中央区紺屋今町1-5, 
Wビルディング辛島公園5Ｆ パソコンスクールシステムランド熊本校, 有限会社システムランド パソコンスクールシステムランド熊本校, 日本

Confirmation number: 0068-8995-1357
",,false
会社の飲み会,2023-10-06T10:00:00,2023-10-06,予定,scheduled,,,,,false
スポーツの日,2023-10-09,2023-10-09,祝日,,holiday,,日本の祝日,,true
会社合宿,2023-10-13,2023-10-13,予定,scheduled,,,,,true
Meta Quest 3 おさわり会,2023-10-16T10:00:00,2023-10-16,予定,scheduled,,,,,false
中体連駅伝,2023-10-18,2023-10-18,予定,scheduled,,,,,true
文化の日,2023-11-03,2023-11-03,祝日,,holiday,,日本の祝日,,true
電車運休,2023-11-06,2023-11-06,予定,scheduled,,,,,true
クラスターイベント,2023-11-12,2023-11-12,予定,scheduled,,,,,true
電車運休,2023-11-13,2023-11-13,予定,scheduled,,,,,true
オフラインイベント,2023-11-19,2023-11-19,予定,scheduled,,,,,true
リアルイベント,2023-11-19,2023-11-19,予定,scheduled,,,,,true
電車運休,2023-11-20,2023-11-20,予定,scheduled,,,,,true
勤労感謝の日,2023-11-23,2023-11-23,祝日,,holiday,,日本の祝日,,true
玉名市民マラソン,2023-11-26,2023-11-26,予定,scheduled,,,,,true
長距離記録会,2023-12-09,2023-12-09,予定,scheduled,,,,,true
自分の練習,2023-12-11,2023-12-11,予定,done,"ランニング, 自分の練習",,"ペース: k/4'30
距離: 10.27km",,true
健康診断,2023-12-11T22:50:00,2023-12-11,予定,scheduled,,,,,false
のレビュー: AI-102 - Designing and Implementing a Microsoft Azure AI Solution - 日本語 (JPN),2023-12-13T01:00:00,2023-12-13,予定,scheduled,,,"のレビュー: AI-102 - Designing and Implementing a Microsoft Azure AI Solution - 日本語 (JPN)
試験時間 (受験者同意書、手順とチュートリアルの確認、試験問題への回答、コメント記入の時間を含みます。試験がラボを含んでいない場合は、20 
分間短縮されます。) ‎140‎ 分‎, テストセンター (行き方は下記を参照) 熊本辛島公園テストセンター, 860-0012, 熊本県 熊本市, 中央区紺屋今町1-5, 
Wビルディング辛島公園5Ｆ パソコンスクールシステムランド熊本校, 有限会社システムランド パソコンスクールシステムランド熊本校, 日本

Confirmation number: 0069-6528-2214
",,false
RKK学童駅伝,2023-12-16,2023-12-16,予定,scheduled,,,,,true
岱明中校内駅伝,2023-12-20,2023-12-20,予定,scheduled,,,,,true
自分の練習,2023-12-22,2023-12-22,予定,done,"ランニング, 自分の練習",,"ペース: k/4'13
距離: 8.67km",,true
岱明中冬休み開始,2023-12-23,2023-12-23,予定,scheduled,,,,,true
