title,date,end_date,all_day,start_time,end_time,category,status,tags,urls,description,location,private,kind
岱明中3年第1回実力テスト,2025-07-01,2025-07-01,true,,,予定,scheduled,,,,,false,event
熊本県長距離記録会,2025-07-05,2025-07-05,true,,,予定,scheduled,,,1500m出場予定,,false,event
国体スポーツ最終選考,2025-07-12,2025-07-12,true,,,予定,scheduled,,,800m,,false,event
玉名市練習会,2025-07-12,2025-07-12,true,,,予定,scheduled,,,,,false,event
大牟田チャレンジゲームズ,2025-07-13,2025-07-13,true,,,予定,scheduled,,,,,false,event
岱明中夏休み,2025-07-19,2025-07-19,true,,,予定,scheduled,,,,,false,event
熊本県中体連陸上,2025-07-19,2025-07-19,true,,,予定,scheduled,,,,,false,event
海の日,2025-07-21,2025-07-21,true,,,祝日,,holiday,,日本の祝日,,false,event
半休,2025-07-24,2025-07-24,false,04:00,,予定,scheduled,,,,,false,event
藤本さんリモート,2025-07-25,2025-07-25,true,,,予定,scheduled,,,,,false,event
カフェイン断ち開始,2025-07-29,2025-07-29,true,,,予定,scheduled,,,,,false,event
藤本さんリモート,2025-07-29,2025-07-29,true,,,予定,scheduled,,,,,false,event
半休,2025-07-29,2025-07-29,false,04:00,,予定,scheduled,,,,,false,event
藤本さんリモート,2025-07-30,2025-07-30,true,,,予定,scheduled,,,,,false,event
土山リモート,2025-07-31,2025-07-31,true,,,予定,scheduled,,,,,false,event
半休,2025-07-31,2025-07-31,false,04:00,,予定,scheduled,,,,,false,event
熊本市陸上競技記録会,2025-08-02,2025-08-02,true,,,予定,scheduled,,,1500mに出場予定,,false,event
玉名選手権,2025-08-02,2025-08-02,true,,,予定,scheduled,,,,,false,event
自販機でブラックコーヒーを買わない開始,2025-08-05,2025-08-05,true,,,予定,scheduled,,,,,false,event
藤本さん・Dさん・土山リモート,2025-08-06,2025-08-06,true,,,予定,scheduled,,,,,false,event
夏季休暇,2025-08-07,2025-08-07,true,,,予定,scheduled,,,,,false,event
カフェイン断ち開始,2025-08-09,2025-08-09,true,,,予定,scheduled,,,,,false,event
山の日,2025-08-11,2025-08-11,true,,,祝日,,holiday,,日本の祝日,,false,event
Dさんリモート,2025-08-12,2025-08-12,true,,,予定,scheduled,,,,,false,event
夏季休暇,2025-08-12,2025-08-12,true,,,予定,scheduled,,,,,false,event
お盆,2025-08-13,2025-08-13,true,,,予定,scheduled,,,,,false,event
夏期練習会・親睦BBQ,2025-08-16,2025-08-16,true,,,予定,scheduled,,,,,false,event
岱明中同窓会,2025-08-16,2025-08-16,false,08:30,,予定,scheduled,,,,,false,event
土山リモート,2025-08-21,2025-08-21,true,,,予定,scheduled,,,,,false,event
有休,2025-08-21,2025-08-21,true,,,予定,scheduled,,,,,false,event
玉名市練習会(桃田),2025-08-21,2025-08-21,false,10:00,,予定,scheduled,,,,,false,event
MDC申込締切,2025-08-22,2025-08-22,true,,,予定,scheduled,,,,,false,event
U16陸上競技大会県予選会,2025-08-23,2025-08-23,true,,,予定,scheduled,,,,,false,event
永井監督を祝う会打ち合わせ,2025-08-23,2025-08-23,false,10:00,,予定,scheduled,,,,,false,event
玉名市練習会(桃田),2025-08-24,2025-08-24,false,10:00,,予定,scheduled,,,,,false,event
カフェイン断ち,2025-08-27,2025-08-27,true,,,予定,scheduled,,,,,false,event
岱明中3年第2回実力テスト,2025-08-28,2025-08-28,true,,,予定,scheduled,,,,,false,event
玉名市練習会(岱明),2025-08-28,2025-08-28,false,10:00,,予定,scheduled,,,,,false,event
玉名郡ナイター陸上,2025-08-30,2025-08-30,true,,,予定,scheduled,,,,,false,event
玉名市練習会(桃田),2025-08-31,2025-08-31,false,10:00,,予定,scheduled,,,,,false,event
岱明中2年職場体験,2025-09-02,2025-09-02,true,,,予定,scheduled,,,,,false,event
絶対にカフェイン断ち,2025-09-04,2025-09-04,true,,,予定,scheduled,,,,,false,event
MDC九州(大牟田),2025-09-06,2025-09-06,true,,,予定,scheduled,,,,,false,event
Dさんリモート,2025-09-08,2025-09-08,true,,,予定,scheduled,,,,,false,event
玉名市練習会,2025-09-09,2025-09-09,false,10:00,,予定,scheduled,,,,,false,event
岱明中前期期末テスト,2025-09-10,2025-09-10,true,,,予定,scheduled,,,,,false,event
藤本さん・Dさん・土山リモート,2025-09-10,2025-09-10,true,,,予定,scheduled,,,,,false,event
玉名市練習会,2025-09-11,2025-09-11,false,10:00,,予定,scheduled,,,,,false,event
カフェイン断ち開始,2025-09-12,2025-09-12,true,,,予定,scheduled,,,,,false,event
玉名市練習会,2025-09-14,2025-09-14,false,10:00,,予定,scheduled,,,,,false,event
敬老の日,2025-09-15,2025-09-15,true,,,祝日,,holiday,,日本の祝日,,false,event
午後休,2025-09-16,2025-09-16,true,,,予定,scheduled,,,,,false,event
玉名市練習会,2025-09-18,2025-09-18,false,10:00,,予定,scheduled,,,,,false,event
カフェイン断ち,2025-09-19,2025-09-19,true,,,予定,scheduled,,,,,false,event
県民体育祭,2025-09-20,2025-09-20,true,,,予定,scheduled,,,,,false,event
なごみ駅伝,2025-09-21,2025-09-21,true,,,予定,scheduled,,,,,false,event
歓迎会,2025-09-22,2025-09-22,false,10:00,,予定,scheduled,,,,,false,event
秋分の日,2025-09-23,2025-09-23,true,,,祝日,,holiday,,日本の祝日,,false,event
中学生ジュニア駅伝大会,2025-09-27,2025-09-27,true,,,予定,scheduled,,,,,false,event
岱明駅伝試走,2025-10-02,2025-10-02,true,,,予定,scheduled,,,,,false,event
Dさんリモート,2025-10-03,2025-10-03,true,,,予定,scheduled,,,,,false,event
カフェイン断ち開始,2025-10-04,2025-10-04,true,,,予定,scheduled,,,,,false,event
藤本さんリモート,2025-10-06,2025-10-06,true,,,予定,scheduled,,,,,false,event
合宿休,2025-10-08,2025-10-08,true,,,予定,scheduled,,,,,false,event
岱明駅伝試走,2025-10-08,2025-10-08,true,,,予定,scheduled,,,,,false,event
玉名市地域部活動運営会議,2025-10-08,2025-10-08,false,10:00,,予定,scheduled,,,,,false,event
藤本さんリモート,2025-10-10,2025-10-10,true,,,予定,scheduled,,,,,false,event
熊本県長距離記録会,2025-10-11,2025-10-11,true,,,予定,scheduled,,,,,false,event
スポーツの日,2025-10-13,2025-10-13,true,,,祝日,,holiday,,日本の祝日,,false,event
合宿休,2025-10-15,2025-10-15,true,,,予定,scheduled,,,,,false,event
玉名荒尾中体連駅伝大会,2025-10-15,2025-10-15,true,,,予定,scheduled,,,,,false,event
18期合宿,2025-10-17,2025-10-17,true,,,予定,scheduled,,,,,false,event
有休,2025-10-20,2025-10-20,true,,,予定,scheduled,,,,,false,event
走る研究室,2025-10-23,2025-10-23,false,12:00,,予定,scheduled,,,,,false,event
岱明中合唱コンクール,2025-10-24,2025-10-24,true,,,予定,scheduled,,,,,false,event
熊本県秋季陸上記録会,2025-10-25,2025-10-25,true,,,予定,scheduled,,,,,false,event
火の国ランフェスティバル,2025-10-26,2025-10-26,true,,,予定,scheduled,,,,,false,event
Dさんリモート,2025-10-27,2025-10-27,true,,,予定,scheduled,,,,,false,event
カフェイン断ち開始,2025-10-28,2025-10-28,true,,,予定,scheduled,,,,,false,event
中学3年県共通テスト,2025-10-28,2025-10-28,true,,,予定,scheduled,,,,,false,event
永井監督を祝う会MTGtg,2025-10-28,2025-10-28,false,11:00,,予定,scheduled,,,,,false,event
県高校駅伝,2025-11-01,2025-11-01,true,,,予定,scheduled,,,,,false,event
文化の日,2025-11-03,2025-11-03,true,,,祝日,,holiday,,日本の祝日,,false,event
県中体連駅伝大会,2025-11-07,2025-11-07,true,,,予定,scheduled,,,,,false,event
コーヒー買わない開始日,2025-11-08,2025-11-08,true,,,予定,scheduled,,,,,false,event
岱明中後期中間テスト,2025-11-11,2025-11-11,true,,,予定,scheduled,,,,,false,event
藤本さんリモート,2025-11-11,2025-11-11,true,,,予定,scheduled,,,,,false,event
永井監督勇退を祝う会MTG,2025-11-15,2025-11-15,false,11:00,,予定,scheduled,,,,,false,event
カフェイン断ち,2025-11-20,2025-11-20,true,,,予定,scheduled,,,,,false,event
熊本県中長距離選手権,2025-11-22,2025-11-22,true,,,予定,scheduled,,,,,false,event
勤労感謝の日,2025-11-23,2025-11-23,true,,,祝日,,holiday,,日本の祝日,,false,event
勤労感謝の日 振替休日,2025-11-24,2025-11-24,true,,,祝日,,holiday,,日本の祝日,,false,event
玉名市民マラソン,2025-11-30,2025-11-30,true,,,予定,scheduled,,,,,false,event
Dさんリモート,2025-12-01,2025-12-01,true,,,予定,scheduled,,,,,false,event
Dさんリモート,2025-12-02,2025-12-02,true,,,予定,scheduled,,,,,false,event
土山リモート,2025-12-03,2025-12-03,true,,,予定,scheduled,,,,,false,event
岱明中県・市学力調査,2025-12-03,2025-12-03,true,,,予定,scheduled,,,,,false,event
Dさんリモート,2025-12-04,2025-12-04,true,,,予定,scheduled,,,,,false,event
熊本県長距離記録会,2025-12-06,2025-12-06,true,,,予定,scheduled,,,,,false,event
ナレコム忘年会,2025-12-09,2025-12-09,false,09:30,,予定,scheduled,,,,,false,event
藤本さんリモート,2025-12-10,2025-12-10,true,,,予定,scheduled,,,,,false,event
岱明陸上忘年会,2025-12-13,2025-12-13,false,10:00,,予定,scheduled,,,,,false,event
岱明中校内駅伝大会,2025-12-15,2025-12-15,true,,,予定,scheduled,,,,,false,event
永井監督を祝う会MTG,2025-12-20,2025-12-20,false,10:00,,予定,scheduled,,,,,false,event
カフェイン断ち,2025-12-24,2025-12-24,true,,,予定,scheduled,,,,,false,event
岱明中冬休み,2025-12-25,2025-12-25,true,,,予定,scheduled,,,,,false,event
仕事納め,2025-12-26,2025-12-26,true,,,予定,scheduled,,,,,false,event
年末年始休暇,2025-12-27,2025-12-27,true,,,予定,scheduled,,,,,false,event
永井監督を祝う会,2025-12-28,2025-12-28,false,08:00,,予定,scheduled,,,,,false,event
玉名市選考会,2025-12-30,2025-12-30,true,,,予定,scheduled,,,,,false,event
