Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
藤本さんリモート,05/09/2025,,05/09/2025,,True,Status: scheduled,,False
熊本県長距離記録会,05/10/2025,,05/10/2025,,True,Status: scheduled,,False
午後休,05/16/2025,,05/16/2025,,True,Status: scheduled,,False
岱明中体育大会,05/18/2025,,05/18/2025,,True,Status: scheduled,,False
飲み会（水炊き）,05/20/2025,10:00 AM,05/20/2025,,False,Status: scheduled,,False
熊本市陸上競技記録会,05/24/2025,,05/24/2025,,True,Status: scheduled,,False
県民体育祭予選会,05/25/2025,,05/25/2025,,True,Status: scheduled,,False
Dさんリモート,05/27/2025,,05/27/2025,,True,Status: scheduled,,False
熊本県高校総体,05/30/2025,,05/30/2025,,True,Status: scheduled,,False
Dさんリモート,06/03/2025,,06/03/2025,,True,Status: scheduled,,False
Dさんリモート,06/04/2025,,06/04/2025,,True,Status: scheduled,,False
藤本さん・Dさん・土山リモート,06/05/2025,,06/05/2025,,True,Status: scheduled,,False
中学選手権,06/07/2025,,06/07/2025,,True,Status: scheduled,,False
藤本さん・Dさん・土山リモート,06/09/2025,,06/09/2025,,True,Status: scheduled,,False
荒尾選手権,06/14/2025,,06/14/2025,,True,Status: scheduled,,False
コーヒーにお金を使わない期間開始,06/22/2025,,06/22/2025,,True,Status: scheduled,,False
コーヒーを買わない開始日,06/26/2025,,06/26/2025,,True,Status: scheduled,,False
通信陸上,06/28/2025,,06/28/2025,,True,Status: scheduled,,False
永井監督祝い実行委員会,06/28/2025,11:00 AM,06/28/2025,,False,Status: scheduled,,False
岱明中3年第1回実力テスト,07/01/2025,,07/01/2025,,True,Status: scheduled,,False
熊本県長距離記録会,07/05/2025,,07/05/2025,,True,"1500m出場予定

Status: scheduled",,False
国体スポーツ最終選考,07/12/2025,,07/12/2025,,True,"800m

Status: scheduled",,False
玉名市練習会,07/12/2025,,07/12/2025,,True,Status: scheduled,,False
大牟田チャレンジゲームズ,07/13/2025,,07/13/2025,,True,Status: scheduled,,False
岱明中夏休み,07/19/2025,,07/19/2025,,True,Status: scheduled,,False
熊本県中体連陸上,07/19/2025,,07/19/2025,,True,Status: scheduled,,False
海の日,07/21/2025,,07/21/2025,,True,"日本の祝日

Tags: holiday",,False
半休,07/24/2025,4:00 AM,07/24/2025,,False,Status: scheduled,,False
藤本さんリモート,07/25/2025,,07/25/2025,,True,Status: scheduled,,False
カフェイン断ち開始,07/29/2025,,07/29/2025,,True,Status: scheduled,,False
藤本さんリモート,07/29/2025,,07/29/2025,,True,Status: scheduled,,False
半休,07/29/2025,4:00 AM,07/29/2025,,False,Status: scheduled,,False
藤本さんリモート,07/30/2025,,07/30/2025,,True,Status: scheduled,,False
土山リモート,07/31/2025,,07/31/2025,,True,Status: scheduled,,False
半休,07/31/2025,4:00 AM,07/31/2025,,False,Status: scheduled,,False
熊本市陸上競技記録会,08/02/2025,,08/02/2025,,True,"1500mに出場予定

Status: scheduled",,False
玉名選手権,08/02/2025,,08/02/2025,,True,Status: scheduled,,False
自販機でブラックコーヒーを買わない開始,08/05/2025,,08/05/2025,,True,Status: scheduled,,False
藤本さん・Dさん・土山リモート,08/06/2025,,08/06/2025,,True,Status: scheduled,,False
夏季休暇,08/07/2025,,08/07/2025,,True,Status: scheduled,,False
カフェイン断ち開始,08/09/2025,,08/09/2025,,True,Status: scheduled,,False
山の日,08/11/2025,,08/11/2025,,True,"日本の祝日

Tags: holiday",,False
Dさんリモート,08/12/2025,,08/12/2025,,True,Status: scheduled,,False
夏季休暇,08/12/2025,,08/12/2025,,True,Status: scheduled,,False
お盆,08/13/2025,,08/13/2025,,True,Status: scheduled,,False
夏期練習会・親睦BBQ,08/16/2025,,08/16/2025,,True,Status: scheduled,,False
岱明中同窓会,08/16/2025,8:30 AM,08/16/2025,,False,Status: scheduled,,False
土山リモート,08/21/2025,,08/21/2025,,True,Status: scheduled,,False
有休,08/21/2025,,08/21/2025,,True,Status: scheduled,,False
玉名市練習会(桃田),08/21/2025,10:00 AM,08/21/2025,,False,Status: scheduled,,False
MDC申込締切,08/22/2025,,08/22/2025,,True,Status: scheduled,,False
U16陸上競技大会県予選会,08/23/2025,,08/23/2025,,True,Status: scheduled,,False
永井監督を祝う会打ち合わせ,08/23/2025,10:00 AM,08/23/2025,,False,Status: scheduled,,False
玉名市練習会(桃田),08/24/2025,10:00 AM,08/24/2025,,False,Status: scheduled,,False
カフェイン断ち,08/27/2025,,08/27/2025,,True,Status: scheduled,,False
岱明中3年第2回実力テスト,08/28/2025,,08/28/2025,,True,Status: scheduled,,False
玉名市練習会(岱明),08/28/2025,10:00 AM,08/28/2025,,False,Status: scheduled,,False
玉名郡ナイター陸上,08/30/2025,,08/30/2025,,True,Status: scheduled,,False
玉名市練習会(桃田),08/31/2025,10:00 AM,08/31/2025,,False,Status: scheduled,,False
岱明中2年職場体験,09/02/2025,,09/02/2025,,True,Status: scheduled,,False
絶対にカフェイン断ち,09/04/2025,,09/04/2025,,True,Status: scheduled,,False
MDC九州(大牟田),09/06/2025,,09/06/2025,,True,Status: scheduled,,False
Dさんリモート,09/08/2025,,09/08/2025,,True,Status: scheduled,,False
玉名市練習会,09/09/2025,10:00 AM,09/09/2025,,False,Status: scheduled,,False
岱明中前期期末テスト,09/10/2025,,09/10/2025,,True,Status: scheduled,,False
藤本さん・Dさん・土山リモート,09/10/2025,,09/10/2025,,True,Status: scheduled,,False
玉名市練習会,09/11/2025,10:00 AM,09/11/2025,,False,Status: scheduled,,False
カフェイン断ち開始,09/12/2025,,09/12/2025,,True,Status: scheduled,,False
玉名市練習会,09/14/2025,10:00 AM,09/14/2025,,False,Status: scheduled,,False
敬老の日,09/15/2025,,09/15/2025,,True,"日本の祝日

Tags: holiday",,False
午後休,09/16/2025,,09/16/2025,,True,Status: scheduled,,False
玉名市練習会,09/18/2025,10:00 AM,09/18/2025,,False,Status: scheduled,,False
カフェイン断ち,09/19/2025,,09/19/2025,,True,Status: scheduled,,False
県民体育祭,09/20/2025,,09/20/2025,,True,Status: scheduled,,False
なごみ駅伝,09/21/2025,,09/21/2025,,True,Status: scheduled,,False
歓迎会,09/22/2025,10:00 AM,09/22/2025,,False,Status: scheduled,,False
秋分の日,09/23/2025,,09/23/2025,,True,"日本の祝日

Tags: holiday",,False
中学生ジュニア駅伝大会,09/27/2025,,09/27/2025,,True,Status: scheduled,,False
岱明駅伝試走,10/02/2025,,10/02/2025,,True,Status: scheduled,,False
Dさんリモート,10/03/2025,,10/03/2025,,True,Status: scheduled,,False
カフェイン断ち開始,10/04/2025,,10/04/2025,,True,Status: scheduled,,False
藤本さんリモート,10/06/2025,,10/06/2025,,True,Status: scheduled,,False
合宿休,10/08/2025,,10/08/2025,,True,Status: scheduled,,False
岱明駅伝試走,10/08/2025,,10/08/2025,,True,Status: scheduled,,False
玉名市地域部活動運営会議,10/08/2025,10:00 AM,10/08/2025,,False,Status: scheduled,,False
藤本さんリモート,10/10/2025,,10/10/2025,,True,Status: scheduled,,False
熊本県長距離記録会,10/11/2025,,10/11/2025,,True,Status: scheduled,,False
スポーツの日,10/13/2025,,10/13/2025,,True,"日本の祝日

Tags: holiday",,False
合宿休,10/15/2025,,10/15/2025,,True,Status: scheduled,,False
玉名荒尾中体連駅伝大会,10/15/2025,,10/15/2025,,True,Status: scheduled,,False
18期合宿,10/17/2025,,10/17/2025,,True,Status: scheduled,,False
有休,10/20/2025,,10/20/2025,,True,Status: scheduled,,False
走る研究室,10/23/2025,12:00 PM,10/23/2025,,False,Status: scheduled,,False
岱明中合唱コンクール,10/24/2025,,10/24/2025,,True,Status: scheduled,,False
熊本県秋季陸上記録会,10/25/2025,,10/25/2025,,True,Status: scheduled,,False
火の国ランフェスティバル,10/26/2025,,10/26/2025,,True,Status: scheduled,,False
Dさんリモート,10/27/2025,,10/27/2025,,True,Status: scheduled,,False
カフェイン断ち開始,10/28/2025,,10/28/2025,,True,Status: scheduled,,False
中学3年県共通テスト,10/28/2025,,10/28/2025,,True,Status: scheduled,,False
永井監督を祝う会MTGtg,10/28/2025,11:00 AM,10/28/2025,,False,Status: scheduled,,False
県高校駅伝,11/01/2025,,11/01/2025,,True,Status: scheduled,,False
文化の日,11/03/2025,,11/03/2025,,True,"日本の祝日

Tags: holiday",,False
県中体連駅伝大会,11/07/2025,,11/07/2025,,True,Status: scheduled,,False
コーヒー買わない開始日,11/08/2025,,11/08/2025,,True,Status: scheduled,,False
岱明中後期中間テスト,11/11/2025,,11/11/2025,,True,Status: scheduled,,False
藤本さんリモート,11/11/2025,,11/11/2025,,True,Status: scheduled,,False
永井監督勇退を祝う会MTG,11/15/2025,11:00 AM,11/15/2025,,False,Status: scheduled,,False
カフェイン断ち,11/20/2025,,11/20/2025,,True,Status: scheduled,,False
熊本県中長距離選手権,11/22/2025,,11/22/2025,,True,Status: scheduled,,False
勤労感謝の日,11/23/2025,,11/23/2025,,True,"日本の祝日

Tags: holiday",,False
勤労感謝の日 振替休日,11/24/2025,,11/24/2025,,True,"日本の祝日

Tags: holiday",,False
玉名市民マラソン,11/30/2025,,11/30/2025,,True,Status: scheduled,,False
Dさんリモート,12/01/2025,,12/01/2025,,True,Status: scheduled,,False
資産,12/01/2025,,12/01/2025,,True,"金額: ￥9,730,994

Status: scheduled
Tags: 金額",,False
Dさんリモート,12/02/2025,,12/02/2025,,True,Status: scheduled,,False
土山リモート,12/03/2025,,12/03/2025,,True,Status: scheduled,,False
岱明中県・市学力調査,12/03/2025,,12/03/2025,,True,Status: scheduled,,False
Dさんリモート,12/04/2025,,12/04/2025,,True,Status: scheduled,,False
熊本県長距離記録会,12/06/2025,,12/06/2025,,True,Status: scheduled,,False
ナレコム忘年会,12/09/2025,9:30 AM,12/09/2025,,False,Status: scheduled,,False
藤本さんリモート,12/10/2025,,12/10/2025,,True,Status: scheduled,,False
岱明陸上忘年会,12/13/2025,10:00 AM,12/13/2025,,False,Status: scheduled,,False
岱明中校内駅伝大会,12/15/2025,,12/15/2025,,True,Status: scheduled,,False
永井監督を祝う会MTG,12/20/2025,10:00 AM,12/20/2025,,False,Status: scheduled,,False
カフェイン断ち,12/24/2025,,12/24/2025,,True,Status: scheduled,,False
岱明中冬休み,12/25/2025,,12/25/2025,,True,Status: scheduled,,False
仕事納め,12/26/2025,,12/26/2025,,True,Status: scheduled,,False
年末年始休暇,12/27/2025,,12/27/2025,,True,Status: scheduled,,False
永井監督を祝う会,12/28/2025,8:00 AM,12/28/2025,,False,Status: scheduled,,False
玉名市選考会,12/30/2025,,12/30/2025,,True,Status: scheduled,,False
