year,rank,team,total,leg,name,grade,split,cumulative,source_drive_id
2025,4,長洲,44:33,4,村里唯花,2,7:53,33:17,1-qackGYGwVuX6LikAryfiCLRmwgNVkWK
2025,4,長洲,44:33,5,猿渡愛梨,2,11:16,44:33,1-qackGYGwVuX6LikAryfiCLRmwgNVkWK
2025,5,荒尾三,44:56,1,福島志帆,1,11:15,11:15,1-qackGYGwVuX6LikAryfiCLRmwgNVkWK
2025,5,荒尾三,44:56,2,山道咲空,3,6:56,18:11,1-qackGYGwVuX6LikAryfiCLRmwgNVkWK
2025,5,荒尾三,44:56,3,吉本琉音,3,7:33,25:44,1-qackGYGwVuX6LikAryfiCLRmwgNVkWK
2025,5,荒尾三,44:56,4,佐藤妃葵,2,7:23,33:07,1-qackGYGwVuX6LikAryfiCLRmwgNVkWK
2025,5,荒尾三,44:56,5,内野沙笑,1,11:49,44:56,1-qackGYGwVuX6LikAryfiCLRmwgNVkWK
2025,6,荒尾四,45:09,1,松山杏海,3,10:33,10:33,1-qackGYGwVuX6LikAryfiCLRmwgNVkWK
2025,6,荒尾四,45:09,2,宮本奈留,3,7:17,17:50,1-qackGYGwVuX6LikAryfiCLRmwgNVkWK
2025,6,荒尾四,45:09,3,宮本奈英,3,7:46,25:36,1-qackGYGwVuX6LikAryfiCLRmwgNVkWK
2025,6,荒尾四,45:09,4,池田結衣,3,7:44,33:20,1-qackGYGwVuX6LikAryfiCLRmwgNVkWK
2025,6,荒尾四,45:09,5,中尾杏朱,1,11:49,45:09,1-qackGYGwVuX6LikAryfiCLRmwgNVkWK
2024,1,南関,42:25,1,田畑結愛,3,11:01,11:01,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,1,南関,42:25,2,米田美空,1,6:49,17:50,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,1,南関,42:25,3,川下結音,3,7:02,24:52,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,1,南関,42:25,4,稗島葵音,2,6:58,31:50,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,1,南関,42:25,5,平山果朋,2,10:35,42:25,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,2,荒尾三,42:36,1,内野花笑,3,10:55,10:55,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,2,荒尾三,42:36,2,庄山瑠那,1,6:25,17:20,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,2,荒尾三,42:36,3,山道咲空,2,7:09,24:29,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,2,荒尾三,42:36,4,吉本琉音,2,7:25,31:54,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,2,荒尾三,42:36,5,中尾美空,3,10:42,42:36,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,3,玉名,43:02,1,東果凛,3,10:27,10:27,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,3,玉名,43:02,2,辻美空,2,6:51,17:18,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,3,玉名,43:02,3,川原芽吹,1,6:53,24:11,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,3,玉名,43:02,4,堺菜々美,3,7:32,31:43,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,3,玉名,43:02,5,内田愛祐,2,11:19,43:02,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,4,長洲,43:21,1,福田みさ,3,10:17,10:17,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,4,長洲,43:21,2,中村羽音,1,6:43,17:00,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,4,長洲,43:21,3,猿渡愛梨,1,7:09,24:09,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,4,長洲,43:21,4,池田早希,3,7:44,31:53,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,4,長洲,43:21,5,中島美羽,3,11:28,43:21,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,5,玉高附属,43:50,1,鹿子木歩,2,10:16,10:16,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,5,玉高附属,43:50,2,小山にこり,3,6:38,16:54,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,5,玉高附属,43:50,3,大木夏帆,2,8:02,24:56,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,5,玉高附属,43:50,4,中岡希海,3,7:43,32:39,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,5,玉高附属,43:50,5,大木莉子,1,11:11,43:50,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,6,岱明,45:06,1,角田里奈,3,10:43,10:43,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,6,岱明,45:06,2,瀧下那奈,3,6:59,17:42,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,6,岱明,45:06,3,高田麻由,2,7:40,25:22,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,6,岱明,45:06,4,村上咲稀,2,7:50,33:12,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2024,6,岱明,45:06,5,福島まりん,2,11:54,45:06,1WDoNUHfL23mTudpm_-eUIbyeMn3EGtZg
2023,1,荒尾三,42:32,1,内野花笑,2,10:30,10:30,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,1,荒尾三,42:32,2,山道咲空,1,6:34,17:04,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,1,荒尾三,42:32,3,田尻明,3,7:16,24:20,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,1,荒尾三,42:32,4,柿本和花,3,7:34,31:54,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,1,荒尾三,42:32,5,中尾美空,2,10:38,42:32,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,2,荒尾四,42:45,1,松山悠南,3,9:59,9:59,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,2,荒尾四,42:45,2,中尾彩朱,2,6:49,16:48,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,2,荒尾四,42:45,3,宮本奈英,1,7:35,24:23,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,2,荒尾四,42:45,4,髙田春陽,2,7:43,32:06,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,2,荒尾四,42:45,5,松山杏海,1,10:39,42:45,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,3,玉名,43:31,1,東果凛,2,11:00,11:00,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,3,玉名,43:31,2,高木心菜,3,6:38,17:38,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,3,玉名,43:31,3,辻美空,1,7:15,24:53,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,3,玉名,43:31,4,三嶋悠里,3,7:20,32:13,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,3,玉名,43:31,5,西澤葵,3,11:18,43:31,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,4,荒尾海陽,43:55,1,本山怜実,3,10:54,10:54,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,4,荒尾海陽,43:55,2,中西萌唯,2,7:07,18:01,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,4,荒尾海陽,43:55,3,片山佳音,1,7:11,25:12,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,4,荒尾海陽,43:55,4,時任幸菜,2,7:28,32:40,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,4,荒尾海陽,43:55,5,武重安奈,3,11:15,43:55,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,5,南関,44:58,1,田畑結愛,3,11:18,11:18,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,5,南関,44:58,2,平山果朋,1,6:55,18:13,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,5,南関,44:58,3,坂本杏奈,3,7:20,25:33,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,5,南関,44:58,4,三良礼愛,3,7:28,33:01,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,5,南関,44:58,5,川下結音,2,11:57,44:58,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,6,玉高附属,45:19,1,鹿子木歩,1,10:33,10:33,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,6,玉高附属,45:19,2,坂口穂波,3,6:59,17:32,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,6,玉高附属,45:19,3,大木夏帆,2,7:06,24:38,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,6,玉高附属,45:19,4,小山にこり,1,8:33,33:11,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2023,6,玉高附属,45:19,5,中岡希海,2,12:08,45:19,1FEhuWOmRsolozWeSkP4KPDTh68-MwpyV
2022,1,長洲,41:58,1,西川侑里,3,9:46,9:46,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,1,長洲,41:58,2,濱口葵,2,7:05,16:51,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,1,長洲,41:58,3,藤本千尋,3,7:16,24:07,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,1,長洲,41:58,4,中島愛那,1,6:58,31:05,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,1,長洲,41:58,5,福田みさ,1,10:53,41:58,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,2,荒尾四,43:31,1,松山悠南,2,10:09,10:09,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,2,荒尾四,43:31,2,中尾彩朱,1,7:14,17:23,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,2,荒尾四,43:31,3,上田歩,1,7:27,24:50,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,2,荒尾四,43:31,4,高田春陽,1,8:01,32:51,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,2,荒尾四,43:31,5,嘉富雅,3,10:40,43:31,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,3,荒尾海陽,43:59,1,塚本実彩貴,3,11:36,11:36,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,3,荒尾海陽,43:59,2,杉本幸希,2,6:55,18:31,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,3,荒尾海陽,43:59,3,本山怜実,2,7:05,25:36,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,3,荒尾海陽,43:59,4,時任幸菜,1,7:35,33:11,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,3,荒尾海陽,43:59,5,武重安奈,2,10:48,43:59,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,4,荒尾三,44:17,1,吉里紗和,3,10:32,10:32,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,4,荒尾三,44:17,2,松本りおな,3,6:56,17:28,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,4,荒尾三,44:17,3,内野花笑,1,7:06,24:34,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,4,荒尾三,44:17,4,柿本和花,2,7:29,32:03,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,4,荒尾三,44:17,5,田尻明,2,12:14,44:17,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,5,玉名,44:19,1,佐々木結,3,11:15,11:15,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,5,玉名,44:19,2,高木心菜,3,6:47,18:02,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,5,玉名,44:19,3,内田千惺,2,7:11,25:13,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,5,玉名,44:19,4,三嶋悠里,2,7:21,32:34,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,5,玉名,44:19,5,西澤葵,2,11:45,44:19,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,6,有明,44:49,1,矢加部乃彩,3,11:13,11:13,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,6,有明,44:49,2,土山紗也佳,1,7:13,18:26,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,6,有明,44:49,3,土田夏七海,3,7:13,25:39,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,6,有明,44:49,4,坂田涼葉,2,7:12,32:51,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2022,6,有明,44:49,5,木下恋夢,2,11:58,44:49,1LdY-YqIIx-57im7jTSTud5qzEBIm0hkA
2021,1,荒尾四,43:11,1,松山悠南,1,10:18,10:18,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,1,荒尾四,43:11,2,松山美結,3,6:23,16:41,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,1,荒尾四,43:11,3,島添真理,3,7:33,24:14,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,1,荒尾四,43:11,4,島添真実,3,7:55,32:09,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,1,荒尾四,43:11,5,嘉富雅,2,11:02,43:11,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,2,荒尾三,43:34,1,吉里紗和,2,10:51,10:51,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,2,荒尾三,43:34,2,藤好心愛,2,6:57,17:48,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,2,荒尾三,43:34,3,松本りおな,2,7:12,25:00,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,2,荒尾三,43:34,4,飯川紗良,3,7:26,32:26,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,2,荒尾三,43:34,5,一木優咲,3,11:08,43:34,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,3,荒尾海陽,43:42,1,本山怜実,1,10:30,10:30,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,3,荒尾海陽,43:42,2,杉本幸希,1,7:02,17:32,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,3,荒尾海陽,43:42,3,武重安奈,1,6:51,24:23,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,3,荒尾海陽,43:42,4,前田紗希,3,7:44,32:07,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,3,荒尾海陽,43:42,5,塚本実彩貴,2,11:35,43:42,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,4,菊水,43:58,1,嶋田晴日,3,10:10,10:10,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,4,菊水,43:58,2,坂本葉音,3,6:22,16:32,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,4,菊水,43:58,3,越地優菜,2,7:35,24:07,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,4,菊水,43:58,4,牧野菜々香,2,8:31,32:38,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,4,菊水,43:58,5,近藤七海,2,11:20,43:58,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,5,玉名,44:18,1,内田千惺,1,11:09,11:09,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,5,玉名,44:18,2,徳永理子,3,6:53,18:02,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,5,玉名,44:18,3,片山美璃愛,2,7:17,25:19,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,5,玉名,44:18,4,亀木咲良,3,7:12,32:31,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,5,玉名,44:18,5,藤村光咲,3,11:47,44:18,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,6,長洲,44:22,1,西川侑里,1,9:57,9:57,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,6,長洲,44:22,2,濱口葵,2,6:57,16:54,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,6,長洲,44:22,3,藤本千尋,2,7:52,24:46,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,6,長洲,44:22,4,高松春花,2,8:21,33:07,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2021,6,長洲,44:22,5,横尾悠,2,11:15,44:22,1t4xKLNQph4mcdKzdXj3NqGxmKG-Y8PPo
2020,1,玉名,42:56,1,片山美璃愛,2,10:30,10:30,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,1,玉名,42:56,2,平井咲良,3,6:22,16:52,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,1,玉名,42:56,3,峠美咲希,3,7:04,23:56,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,1,玉名,42:56,4,徳永理子,2,7:31,31:27,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,1,玉名,42:56,5,藤戸花菜,3,11:29,42:56,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,2,荒尾三,43:49,1,藤田菜々美,3,10:43,10:43,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,2,荒尾三,43:49,2,吉里紗和,1,7:02,17:45,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,2,荒尾三,43:49,3,一木優咲,2,6:57,24:42,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,2,荒尾三,43:49,4,安田咲和,3,7:41,32:23,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,2,荒尾三,43:49,5,飯川紗良,2,11:26,43:49,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,3,長洲,44:21,1,西川侑里,1,9:58,9:58,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,3,長洲,44:21,2,横尾悠,2,6:47,16:45,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,3,長洲,44:21,3,高松春花,1,7:42,24:27,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,3,長洲,44:21,4,草野しずく,3,7:42,32:09,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,3,長洲,44:21,5,近藤楓,3,12:12,44:21,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,4,菊水,44:54,1,柴尾香澄,3,10:22,10:22,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,4,菊水,44:54,2,嶋田晴日,2,6:24,16:46,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,4,菊水,44:54,3,石原杏南,1,8:10,24:56,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,4,菊水,44:54,4,佐藤杏,1,7:52,32:48,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,4,菊水,44:54,5,坂本葉音,2,12:06,44:54,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,5,三加和,45:52,1,山下紗瑛,3,9:55,9:55,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,5,三加和,45:52,2,鍋島彩里,2,6:17,16:12,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,5,三加和,45:52,3,里未羽,1,7:51,24:03,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,5,三加和,45:52,4,市村千代,1,8:43,32:46,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,5,三加和,45:52,5,笠原栞,2,13:06,45:52,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,6,岱明,45:54,1,福島まひる,1,10:54,10:54,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,6,岱明,45:54,2,西本莉奈,2,7:15,18:09,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,6,岱明,45:54,3,高田麻由,1,7:29,25:38,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,6,岱明,45:54,4,田堀心愛,3,7:59,33:37,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2020,6,岱明,45:54,5,松嶋一希,2,12:17,45:54,1pbX4GwUm7_TebtyZZlMo4U8BHu_OPWmP
2019,1,玉名,41:31,1,堀愛菜,3,10:05,10:05,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,1,玉名,41:31,2,松本明城,3,6:15,16:20,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,1,玉名,41:31,3,田上未来,3,6:44,23:04,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,1,玉名,41:31,4,山田侑奈,2,7:18,30:22,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,1,玉名,41:31,5,峠美咲希,2,11:09,41:31,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,2,菊水,42:09,1,柴尾香澄,2,10:43,10:43,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,2,菊水,42:09,2,嶋田晴日,1,6:34,17:17,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,2,菊水,42:09,3,藤本喬子,3,7:05,24:22,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,2,菊水,42:09,4,坂本葉音,1,7:24,31:46,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,2,菊水,42:09,5,坂本華,3,10:23,42:09,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,3,腹栄,43:59,1,植原華望,2,10:42,10:42,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,3,腹栄,43:59,2,田川華妃,3,7:05,17:47,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,3,腹栄,43:59,3,田上遥,3,7:03,24:50,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,3,腹栄,43:59,4,荒木心音,2,7:21,32:11,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,3,腹栄,43:59,5,古賀葵,3,11:48,43:59,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,4,荒尾三,44:24,1,沖愛凜,3,11:15,11:15,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,4,荒尾三,44:24,2,佐藤ちゆら,2,6:50,18:05,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,4,荒尾三,44:24,3,一木優咲,1,7:07,25:12,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,4,荒尾三,44:24,4,安田咲和,2,7:34,32:46,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,4,荒尾三,44:24,5,藤田菜々美,2,11:38,44:24,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,5,有明,45:04,1,小柳美空,3,11:17,11:17,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,5,有明,45:04,2,坂本飛鳥,3,6:58,18:15,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,5,有明,45:04,3,宮田愛里,3,7:24,25:39,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,5,有明,45:04,4,久田花音,3,7:49,33:28,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,5,有明,45:04,5,木村羽愛音,1,11:36,45:04,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,6,荒尾海陽,45:05,1,榎本百花,3,11:27,11:27,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,6,荒尾海陽,45:05,2,林希咲,2,6:28,17:55,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,6,荒尾海陽,45:05,3,宮本真歩,2,7:38,25:33,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,6,荒尾海陽,45:05,4,片山佳音,2,8:03,33:36,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2019,6,荒尾海陽,45:05,5,米村小春,2,11:29,45:05,1-m4jAOxnRixZLOkolym7idoBH7S6WBTN
2018,1,玉名,41:46,1,後藤凜,2,10:17,10:17,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,1,玉名,41:46,2,松本明城,2,6:26,16:43,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,1,玉名,41:46,3,濱本麻那,2,6:52,23:35,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,1,玉名,41:46,4,本田悠薫,1,7:25,31:00,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,1,玉名,41:46,5,田上未来,2,10:46,41:46,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,2,菊水,42:22,1,坂本華,2,10:25,10:25,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,2,菊水,42:22,2,池田愛海,2,6:40,17:05,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,2,菊水,42:22,3,柴尾香澄,1,7:02,24:07,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
