title,date,end_date,all_day,start_time,end_time,category,status,tags,urls,description,location,private,kind
会社の飲み会,2024-08-15,2024-08-15,true,,,予定,scheduled,,,,,false,event
合同練習会,2024-08-16,2024-08-16,false,22:30,,予定,scheduled,,,,,false,event
合同練習会,2024-08-17,2024-08-17,true,,,予定,scheduled,,,,,false,event
カフェイン断ち開始,2024-08-23,2024-08-23,true,,,予定,scheduled,,,,,false,event
ジュニアオリンピック,2024-08-24,2024-08-24,true,,,予定,scheduled,,,,,false,event
練習会（桃田）,2024-08-25,2024-08-25,true,,,予定,scheduled,,,,,false,event
練習会（桃田運動公園 金栗広場）,2024-08-25,2024-08-25,false,10:00,,予定,scheduled,,,,,false,event
練習会（桃田）,2024-08-28,2024-08-28,true,,,予定,scheduled,,,,,false,event
練習会（桃田運動公園 金栗広場）,2024-08-28,2024-08-28,false,10:00,,予定,scheduled,,,,,false,event
玉名郡ナイター,2024-08-31,2024-08-31,true,,,予定,scheduled,,,,,false,event
練習会（桃田）,2024-08-31,2024-08-31,true,,,予定,scheduled,,,,,false,event
練習会（桃田運動公園 金栗広場）,2024-09-01,2024-09-01,false,10:00,,予定,scheduled,,,,,false,event
練習会（岱明）,2024-09-04,2024-09-04,true,,,予定,scheduled,,,,,false,event
練習会（岱明グラウンド）,2024-09-04,2024-09-04,false,10:00,,予定,scheduled,,,,,false,event
県民体育祭結団式,2024-09-05,2024-09-05,false,09:30,,予定,scheduled,,,,,false,event
練習会（桃田）,2024-09-08,2024-09-08,true,,,予定,scheduled,,,,,false,event
練習会（桃田運動公園 金栗広場）,2024-09-08,2024-09-08,false,10:00,,予定,scheduled,,,,,false,event
練習会（桃田）,2024-09-11,2024-09-11,true,,,予定,scheduled,,,,,false,event
練習会（桃田運動公園 金栗広場）,2024-09-11,2024-09-11,false,10:00,,予定,scheduled,,,,,false,event
練習会（桃田）,2024-09-13,2024-09-13,true,,,予定,scheduled,,,,,false,event
練習会（桃田運動公園 金栗広場）,2024-09-13,2024-09-13,false,10:00,,予定,scheduled,,,,,false,event
練習会（桃田）,2024-09-15,2024-09-15,true,,,予定,scheduled,,,,,false,event
練習会（桃田運動公園 金栗広場）,2024-09-15,2024-09-15,false,10:00,,予定,scheduled,,,,,false,event
敬老の日,2024-09-16,2024-09-16,true,,,祝日,,holiday,,日本の祝日,,false,event
有休,2024-09-17,2024-09-17,true,,,予定,scheduled,,,,,false,event
練習会（桃田）,2024-09-17,2024-09-17,true,,,予定,scheduled,,,,,false,event
練習会（桃田運動公園 金栗広場）,2024-09-17,2024-09-17,false,10:00,,予定,scheduled,,,,,false,event
練習会（桃田）,2024-09-19,2024-09-19,true,,,予定,scheduled,,,,,false,event
練習会（桃田運動公園 金栗広場）,2024-09-19,2024-09-19,false,10:00,,予定,scheduled,,,,,false,event
県民体育祭,2024-09-21,2024-09-21,true,,,予定,scheduled,,,,,false,event
秋分の日,2024-09-22,2024-09-22,true,,,祝日,,holiday,,日本の祝日,,false,event
秋分の日 振替休日,2024-09-23,2024-09-23,true,,,祝日,,holiday,,日本の祝日,,false,event
熊本県中学生ジュニア陸上大会・県ジュニア駅伝大会,2024-09-28,2024-09-28,true,,,予定,scheduled,,,,,false,event
内定式予定日,2024-10-01,2024-10-01,true,,,予定,scheduled,,,,,false,event
熊本市陸上競技記録会,2024-10-05,2024-10-05,true,,,予定,scheduled,,,,,false,event
町民体育祭,2024-10-06,2024-10-06,true,,,予定,scheduled,,,,,false,event
会社合宿,2024-10-12,2024-10-12,true,,,予定,scheduled,,,,,false,event
スポーツの日,2024-10-14,2024-10-14,true,,,祝日,,holiday,,日本の祝日,,false,event
有休,2024-10-15,2024-10-15,true,,,予定,scheduled,,,,,false,event
有休,2024-10-15,2024-10-15,false,15:00,,予定,scheduled,,,,,false,event
荒尾玉名中体連駅伝,2024-10-16,2024-10-16,true,,,予定,scheduled,,,,,false,event
熊本県高校駅伝,2024-10-26,2024-10-26,true,,,予定,scheduled,,,,,false,event
有給,2024-10-28,2024-10-28,true,,,予定,scheduled,,,,,false,event
有休,2024-11-01,2024-11-01,true,,,予定,scheduled,,,,,false,event
秋季記録会,2024-11-02,2024-11-02,true,,,予定,scheduled,,,,,false,event
文化の日,2024-11-03,2024-11-03,true,,,祝日,,holiday,,日本の祝日,,false,event
文化の日 振替休日,2024-11-04,2024-11-04,true,,,祝日,,holiday,,日本の祝日,,false,event
有給,2024-11-08,2024-11-08,true,,,予定,scheduled,,,,,false,event
健康診断,2024-11-15,2024-11-15,true,,,予定,scheduled,,,,,false,event
リレーフェス in Omuta,2024-11-17,2024-11-17,true,,,予定,scheduled,,,,,false,event
熊本県長距離記録会クラブ内申し込み締め切り,2024-11-20,2024-11-20,true,,,予定,scheduled,,,,,false,event
中長距離選手権,2024-11-23,2024-11-23,true,,,予定,scheduled,,,,,false,event
勤労感謝の日,2024-11-23,2024-11-23,true,,,祝日,,holiday,,日本の祝日,,false,event
玉名市民マラソン,2024-11-24,2024-11-24,true,,,予定,scheduled,,,,,false,event
ドメイン契約終了日,2024-11-30,2024-11-30,true,,,予定,scheduled,,,,,false,event
長距離記録会,2024-12-07,2024-12-07,true,,,予定,scheduled,,,,,false,event
支館対抗駅伝,2024-12-08,2024-12-08,true,,,予定,scheduled,,,,,false,event
RKK学童駅伝,2024-12-14,2024-12-14,true,,,予定,scheduled,,,,,false,event
自分の練習,2024-12-24,2024-12-24,true,,,予定,done,"ランニング, 自分の練習",,"ペース: k/4'30
距離: 8.01km
時間: 36'00
負荷: 61",,false,event
自分の練習,2024-12-27,2024-12-27,true,,,予定,done,"ランニング, 自分の練習",,"ペース: k/4'20
距離: 6.91km
時間: 30'00
負荷: 101",,false,event
年末年始休暇,2024-12-28,2024-12-28,true,,,予定,scheduled,,,,,false,event
玉名市練習会,2024-12-29,2024-12-29,true,,,予定,scheduled,,,,,false,event
自分の練習,2024-12-30,2024-12-30,true,,,予定,done,"ランニング, 自分の練習",,"ペース: k/4'17
距離: 7.00km
時間: 30'00
負荷: 56",,false,event
ロリポップ契約終了日,2024-12-31,2024-12-31,true,,,予定,scheduled,,,,,false,event
