Name,Date,End Date,Category,Status,Tags,URLs,Description,Location,All Day
山の日 振替休日,2024-08-12,2024-08-12,祝日,,holiday,,日本の祝日,,true
有休,2024-08-13,2024-08-13,予定,scheduled,,,,,true
有休,2024-08-14,2024-08-14,予定,scheduled,,,,,true
会社の飲み会,2024-08-15,2024-08-15,予定,scheduled,,,,,true
合同練習会,2024-08-16T22:30:00,2024-08-16,予定,scheduled,,,,,false
合同練習会,2024-08-17,2024-08-17,予定,scheduled,,,,,true
カフェイン断ち開始,2024-08-23,2024-08-23,予定,scheduled,,,,,true
ジュニアオリンピック,2024-08-24,2024-08-24,予定,scheduled,,,,,true
練習会（桃田）,2024-08-25,2024-08-25,予定,scheduled,,,,,true
練習会（桃田運動公園 金栗広場）,2024-08-25T10:00:00,2024-08-25,予定,scheduled,,,,,false
練習会（桃田）,2024-08-28,2024-08-28,予定,scheduled,,,,,true
練習会（桃田運動公園 金栗広場）,2024-08-28T10:00:00,2024-08-28,予定,scheduled,,,,,false
玉名郡ナイター,2024-08-31,2024-08-31,予定,scheduled,,,,,true
練習会（桃田）,2024-08-31,2024-08-31,予定,scheduled,,,,,true
練習会（桃田運動公園 金栗広場）,2024-09-01T10:00:00,2024-09-01,予定,scheduled,,,,,false
練習会（岱明）,2024-09-04,2024-09-04,予定,scheduled,,,,,true
練習会（岱明グラウンド）,2024-09-04T10:00:00,2024-09-04,予定,scheduled,,,,,false
県民体育祭結団式,2024-09-05T09:30:00,2024-09-05,予定,scheduled,,,,,false
練習会（桃田）,2024-09-08,2024-09-08,予定,scheduled,,,,,true
練習会（桃田運動公園 金栗広場）,2024-09-08T10:00:00,2024-09-08,予定,scheduled,,,,,false
練習会（桃田）,2024-09-11,2024-09-11,予定,scheduled,,,,,true
練習会（桃田運動公園 金栗広場）,2024-09-11T10:00:00,2024-09-11,予定,scheduled,,,,,false
練習会（桃田）,2024-09-13,2024-09-13,予定,scheduled,,,,,true
練習会（桃田運動公園 金栗広場）,2024-09-13T10:00:00,2024-09-13,予定,scheduled,,,,,false
練習会（桃田）,2024-09-15,2024-09-15,予定,scheduled,,,,,true
練習会（桃田運動公園 金栗広場）,2024-09-15T10:00:00,2024-09-15,予定,scheduled,,,,,false
敬老の日,2024-09-16,2024-09-16,祝日,,holiday,,日本の祝日,,true
有休,2024-09-17,2024-09-17,予定,scheduled,,,,,true
練習会（桃田）,2024-09-17,2024-09-17,予定,scheduled,,,,,true
練習会（桃田運動公園 金栗広場）,2024-09-17T10:00:00,2024-09-17,予定,scheduled,,,,,false
練習会（桃田）,2024-09-19,2024-09-19,予定,scheduled,,,,,true
練習会（桃田運動公園 金栗広場）,2024-09-19T10:00:00,2024-09-19,予定,scheduled,,,,,false
県民体育祭,2024-09-21,2024-09-21,予定,scheduled,,,,,true
秋分の日,2024-09-22,2024-09-22,祝日,,holiday,,日本の祝日,,true
秋分の日 振替休日,2024-09-23,2024-09-23,祝日,,holiday,,日本の祝日,,true
熊本県中学生ジュニア陸上大会・県ジュニア駅伝大会,2024-09-28,2024-09-28,予定,scheduled,,,,,true
内定式予定日,2024-10-01,2024-10-01,予定,scheduled,,,,,true
熊本市陸上競技記録会,2024-10-05,2024-10-05,予定,scheduled,,,,,true
町民体育祭,2024-10-06,2024-10-06,予定,scheduled,,,,,true
会社合宿,2024-10-12,2024-10-12,予定,scheduled,,,,,true
スポーツの日,2024-10-14,2024-10-14,祝日,,holiday,,日本の祝日,,true
有休,2024-10-15,2024-10-15,予定,scheduled,,,,,true
有休,2024-10-15T15:00:00,2024-10-15,予定,scheduled,,,,,false
荒尾玉名中体連駅伝,2024-10-16,2024-10-16,予定,scheduled,,,,,true
熊本県高校駅伝,2024-10-26,2024-10-26,予定,scheduled,,,,,true
有給,2024-10-28,2024-10-28,予定,scheduled,,,,,true
有休,2024-11-01,2024-11-01,予定,scheduled,,,,,true
秋季記録会,2024-11-02,2024-11-02,予定,scheduled,,,,,true
文化の日,2024-11-03,2024-11-03,祝日,,holiday,,日本の祝日,,true
文化の日 振替休日,2024-11-04,2024-11-04,祝日,,holiday,,日本の祝日,,true
有給,2024-11-08,2024-11-08,予定,scheduled,,,,,true
健康診断,2024-11-15,2024-11-15,予定,scheduled,,,,,true
リレーフェス in Omuta,2024-11-17,2024-11-17,予定,scheduled,,,,,true
熊本県長距離記録会クラブ内申し込み締め切り,2024-11-20,2024-11-20,予定,scheduled,,,,,true
中長距離選手権,2024-11-23,2024-11-23,予定,scheduled,,,,,true
勤労感謝の日,2024-11-23,2024-11-23,祝日,,holiday,,日本の祝日,,true
玉名市民マラソン,2024-11-24,2024-11-24,予定,scheduled,,,,,true
ドメイン契約終了日,2024-11-30,2024-11-30,予定,scheduled,,,,,true
長距離記録会,2024-12-07,2024-12-07,予定,scheduled,,,,,true
支館対抗駅伝,2024-12-08,2024-12-08,予定,scheduled,,,,,true
RKK学童駅伝,2024-12-14,2024-12-14,予定,scheduled,,,,,true
自分の練習,2024-12-24,2024-12-24,予定,done,"ランニング, 自分の練習",,"ペース: k/4'30
距離: 8.01km
時間: 36'00
負荷: 61",,true
自分の練習,2024-12-27,2024-12-27,予定,done,"ランニング, 自分の練習",,"ペース: k/4'20
距離: 6.91km
時間: 30'00
負荷: 101",,true
年末年始休暇,2024-12-28,2024-12-28,予定,scheduled,,,,,true
玉名市練習会,2024-12-29,2024-12-29,予定,scheduled,,,,,true
自分の練習,2024-12-30,2024-12-30,予定,done,"ランニング, 自分の練習",,"ペース: k/4'17
距離: 7.00km
時間: 30'00
負荷: 56",,true
ロリポップ契約終了日,2024-12-31,2024-12-31,予定,scheduled,,,,,true
